city,customer_name,customer_segment,discount,number_of_records,order_date,order_id,order_priority,order_quantity,product_base_margin,product_category,product_container,product_name,product_sub_category,profit,region,row_id,sales,ship_date,ship_mode,shipping_cost,state,unit_price,zip_code
Toledo,Steve Nguyen,Small Business,0,1,2012-12-10,48483,Critical,18,0.38,Office Supplies,Wrap Bag,"Quartet Alpha® White Chalk, 12/Pack",Pens & Art Supplies,10.01,East,6807,47.55,2012-12-11,Express Air,1,Ohio,2.21,43615
North Miami,Ross Baird,Corporate,0,1,2012-12-11,2818,Medium,39,0.39,Furniture,Small Pack,"GE 4 Foot Flourescent Tube, 40 Watt",Office Furnishings,44.71,South,420,593.21,2012-12-12,Regular Air,8.99,Florida,14.98,33161
Richmond,Nora Price,Small Business,0.05,1,2012-12-11,7527,Medium,37,0.46,Furniture,Small Pack,Artistic Insta-Plaque,Office Furnishings,186.87,South,1031,560.39,2012-12-12,Regular Air,3.73,Virginia,15.68,23223
Rotterdam,Tom Stivers,Corporate,0.02,1,2012-12-11,39076,Critical,41,0.4,Office Supplies,Small Box,Xerox 1928,Paper,-131.16,East,5511,222.65,2012-12-12,Regular Air,6.26,New York,5.28,12306
North Miami,Ross Baird,Corporate,0.02,1,2012-12-11,2818,Medium,2,0.36,Office Supplies,Small Box,Xerox 1892,Paper,-42.72,South,421,89.23,2012-12-12,Regular Air,13.26,Florida,38.76,33161
Minnetonka Mills,Shaun Weien,Home Office,0.01,1,2012-12-11,49283,High,25,0.38,Office Supplies,Small Box,Xerox 1881,Paper,31.74,Central,6908,334.71,2012-12-12,Regular Air,6.47,Minnesota,12.28,55343
Richmond,Nora Price,Small Business,0.02,1,2012-12-11,7527,Medium,42,0.56,Technology,Small Box,T65,Telephones and Communication,2288.637,South,1032,7062.616,2012-12-12,Regular Air,4.2,Virginia,195.99,23223
North Miami,Ross Baird,Corporate,0.05,1,2012-12-11,2818,Medium,37,0.46,Furniture,Small Pack,Artistic Insta-Plaque,Office Furnishings,192.39,South,419,565.91,2012-12-13,Regular Air,3.73,Florida,15.68,33161
Enid,Joni Blumstein,Consumer,0.1,1,2012-12-12,12224,High,29,0.82,Technology,Wrap Bag,Accessory17,Telephones and Communication,-208.428,Central,1693,842.6135,2012-12-12,Regular Air,5,Oklahoma,35.99,73703
Liberal,Lisa DeCherney,Corporate,0.06,1,2012-12-12,35364,Critical,37,0.67,Furniture,Jumbo Box,Bush Advantage Collection® Racetrack Conference Table,Tables,455.02,Central,4972,15897.01,2012-12-13,Delivery Truck,110.2,Kansas,424.21,67901
Raleigh,Maxwell Schwartz,Corporate,0.06,1,2012-12-12,28037,High,31,0.37,Office Supplies,Small Box,HP Office Paper (20Lb. and 87 Bright),Paper,-101.28,South,3937,203.53,2012-12-13,Regular Air,6.93,North Carolina,6.68,27604
Seguin,Cari MacIntyre,Corporate,0.06,1,2012-12-12,36999,Medium,28,0.35,Technology,Jumbo Drum,Sharp 1540cs Digital Laser Copier,Copiers and Fax,4963.89,Central,5209,14475.74,2012-12-13,Delivery Truck,49,Texas,549.99,78155
Seguin,Cari MacIntyre,Corporate,0.08,1,2012-12-12,36999,Medium,3,0.57,Technology,Small Box,2160,Telephones and Communication,-479.083,Central,5210,306.6205,2012-12-13,Express Air,5.99,Texas,115.99,78155
Enid,Joni Blumstein,Consumer,0.04,1,2012-12-12,12224,High,2,0.63,Furniture,Jumbo Box,Bevis 36 x 72 Conference Tables,Tables,-186.129,Central,1692,302.91,2012-12-14,Delivery Truck,51.94,Oklahoma,124.49,73703
Olathe,Angele Hood,Consumer,0.07,1,2012-12-12,29857,Medium,41,0.77,Furniture,Jumbo Box,"Sauder Forest Hills Library, Woodland Oak Finish",Bookcases,-639.47,Central,4200,5572.92,2012-12-14,Delivery Truck,36.09,Kansas,140.98,66062
Liberal,Lisa DeCherney,Corporate,0.06,1,2012-12-12,35364,Critical,29,0.74,Furniture,Jumbo Box,Bretford Rectangular Conference Table Tops,Tables,-871.515,Central,4971,10338.93,2012-12-14,Delivery Truck,85.63,Kansas,376.13,67901
Grand Island,Bill Donatelli,Corporate,0.1,1,2012-12-12,21091,High,32,0.35,Office Supplies,Small Box,GBC Instant Index™ System for Binding Systems,Binders and Binder Accessories,-54.5675,Central,2919,270.73,2012-12-14,Express Air,6.28,Nebraska,8.88,68801
Liberal,Lisa DeCherney,Corporate,0.04,1,2012-12-12,35364,Critical,16,0.4,Office Supplies,Small Box,Xerox 199,Paper,-54.75,Central,4970,72.08,2012-12-14,Regular Air,5.68,Kansas,4.28,67901
Round Rock,Alan Hwang,Corporate,0.02,1,2012-12-12,52391,High,39,0.83,Office Supplies,Small Box,"Iris® 3-Drawer Stacking Bin, Black",Storage & Organization,-309.43,Central,7355,857.84,2012-12-14,Regular Air,11.52,Texas,20.89,78664
Round Rock,Alan Hwang,Corporate,0.04,1,2012-12-12,52391,High,36,0.38,Office Supplies,Wrap Bag,"Snap-A-Way® Black Print Carbonless Speed Message, No Reply Area, Duplicate",Paper,440.48,Central,7354,1072.36,2012-12-14,Regular Air,4.86,Texas,29.14,78664
Liberal,Lisa DeCherney,Corporate,0.06,1,2012-12-12,35364,Critical,8,0.6,Technology,Small Box,T28 WORLD,Telephones and Communication,-554.444,Central,4973,1265.293,2012-12-14,Regular Air,8.99,Kansas,195.99,67901
Waukesha,Todd Boyes,Small Business,0.06,1,2012-12-13,7845,Critical,22,0.36,Office Supplies,Small Box,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",Binders and Binder Accessories,-63.3765,Central,1062,118.56,2012-12-13,Express Air,5.68,Wisconsin,4.91,53186
Waukesha,Todd Boyes,Small Business,0.07,1,2012-12-13,7845,Critical,45,0.35,Office Supplies,Small Box,Xerox 1916,Paper,1012.67,Central,1063,2145.05,2012-12-14,Express Air,5.86,Wisconsin,48.94,53186
San Gabriel,Aaron Hawkins,Home Office,0.02,1,2012-12-13,16102,Not Specified,25,0.6,Furniture,Jumbo Drum,Global Troy™ Executive Leather Low-Back Tilter,Chairs & Chairmats,4089.27,West,2228,13255.93,2012-12-15,Delivery Truck,26,California,500.98,91776
South Bend,Joy Smith,Consumer,0,1,2012-12-14,13120,Low,8,0.39,Office Supplies,Small Box,GBC Standard Therm-A-Bind Covers,Binders and Binder Accessories,-17.365,Central,1827,216.33,2012-12-14,Regular Air,12.98,Indiana,24.92,46614
Auburn,Hunter Lopez,Consumer,0.06,1,2012-12-14,38882,Critical,40,0.37,Office Supplies,Small Box,Xerox 1888,Paper,1043.43,East,5470,2169.49,2012-12-14,Regular Air,4.85,Maine,55.48,4210
Hopkins,Hunter Lopez,Consumer,0.1,1,2012-12-14,38882,Critical,37,0.74,Furniture,Jumbo Drum,"Global High-Back Leather Tilter, Burgundy",Chairs & Chairmats,-1799.35,Central,5471,4411.5,2012-12-15,Delivery Truck,70.2,Minnesota,122.99,55305
Morgantown,Candace McMahon,Corporate,0.03,1,2012-12-14,38400,Not Specified,8,0.54,Furniture,Wrap Bag,DAX Wood Document Frame.,Office Furnishings,28.08,East,5401,114.73,2012-12-15,Express Air,6.85,West Virginia,13.73,26501
Titusville,Valerie Takahito,Consumer,0.03,1,2012-12-14,54468,High,15,0.39,Office Supplies,Small Box,Avery 494,Labels,12.76,South,7613,40.75,2012-12-15,Regular Air,0.5,Florida,2.61,32780
Titusville,Valerie Takahito,Consumer,0.01,1,2012-12-14,54468,High,35,0.58,Office Supplies,Small Pack,"Hunt BOSTON® Vista® Battery-Operated Pencil Sharpener, Black",Pens & Art Supplies,-114.18,South,7614,424.09,2012-12-15,Regular Air,7.95,Florida,11.66,32780
Friendswood,Jeremy Ellison,Small Business,0.09,1,2012-12-14,1891,Low,3,0.65,Furniture,Medium Box,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",Office Furnishings,290.31,Central,274,302.36,2012-12-16,Regular Air,5.81,Texas,107.53,77546
South Bend,Joy Smith,Consumer,0.09,1,2012-12-14,13120,Low,46,0.4,Office Supplies,Small Box,GBC Binding covers,Binders and Binder Accessories,82.5945,Central,1826,590.43,2012-12-21,Regular Air,4.98,Indiana,12.95,46614
Gastonia,Jonathan Doherty,Corporate,0.04,1,2012-12-14,5765,Low,23,0.38,Office Supplies,Small Box,Xerox 1880,Paper,9.06,South,804,849.46,2012-12-21,Regular Air,19.99,North Carolina,35.44,28052
Owensboro,Mark Van Huff,Home Office,0,1,2012-12-15,59556,Not Specified,5,0.56,Technology,Small Box,TimeportP7382,Telephones and Communication,-615.912,South,8332,927.9875,2012-12-16,Regular Air,8.99,Kentucky,205.99,42301
Owensboro,Mark Van Huff,Home Office,0,1,2012-12-15,59556,Not Specified,27,0.37,Office Supplies,Wrap Bag,Binder Clips by OIC,Rubber Bands,6.81,South,8331,43.46,2012-12-17,Regular Air,0.7,Kentucky,1.48,42301
Winchester,Phillina Ober,Small Business,0,1,2012-12-16,930,Critical,11,0.39,Office Supplies,Wrap Bag,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",Paper,13.91,South,148,79.19,2012-12-16,Regular Air,2,Virginia,6.88,22601
Laguna Hills,Jill Matthias,Consumer,0,1,2012-12-16,48192,Critical,15,0.77,Furniture,Jumbo Box,"Sauder Forest Hills Library, Woodland Oak Finish",Bookcases,-173.96,West,6765,2277.67,2012-12-17,Delivery Truck,36.09,California,140.98,92653
Winchester,Phillina Ober,Small Business,0.03,1,2012-12-16,930,Critical,22,0.76,Furniture,Medium Box,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",Office Furnishings,-41.64,South,147,922.39,2012-12-17,Express Air,58.66,Virginia,41.32,22601
Belle Glade,Denny Joy,Corporate,0.1,1,2012-12-16,19300,Critical,10,0.36,Office Supplies,Wrap Bag,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",Paper,-22.36,South,2669,78.72,2012-12-17,Regular Air,5.83,Florida,7.64,33430
Coachella,Mick Brown,Consumer,0.06,1,2012-12-16,25027,Medium,25,0.65,Furniture,Jumbo Box,Bevis Round Conference Table Top & Single Column Base,Tables,-178.54,West,3511,3585.91,2012-12-18,Delivery Truck,43.75,California,146.34,92236
Ozark,Helen Andreada,Corporate,0.04,1,2012-12-16,3110,High,13,0.36,Technology,Jumbo Drum,Epson C82 Color Inkjet Printer,Office Machines,377.81,Central,460,1601.32,2012-12-18,Delivery Truck,14,MO,119.99,65721
Joliet,Muhammed MacIntyre,Small Business,0.01,1,2012-12-16,58144,Low,29,0.39,Office Supplies,Small Box,Xerox 1935,Paper,257.32,Central,8133,778.38,2012-12-23,Regular Air,5.86,Illinois,26.38,60432
Newark,Astrea Jones,Corporate,0.1,1,2012-12-17,46341,High,23,0.59,Office Supplies,Wrap Bag,Newell 323,Pens & Art Supplies,-23.14,East,6512,39.13,2012-12-18,Regular Air,1.57,New Jersey,1.68,7101
San Francisco,Juliana Krohn,Corporate,0.1,1,2012-12-17,15111,Not Specified,13,0.57,Office Supplies,Small Box,Kensington 4 Outlet MasterPiece® Compact Power Control Center,Appliances,192.38,West,2123,970.47,2012-12-19,Regular Air,0.99,California,81.32,94110
Henderson,Darrin Van Huff,Home Office,0.09,1,2012-12-17,23936,Medium,27,0.58,Office Supplies,Wrap Bag,12 Colored Short Pencils,Pens & Art Supplies,-39.33,South,3345,71.39,2012-12-19,Regular Air,2.4,Kentucky,2.6,42420
Pleasant Grove,Cari Sayre,Corporate,0.08,1,2012-12-18,359,Medium,30,0.63,Furniture,Jumbo Box,Bevis 36 x 72 Conference Tables,Tables,-500.38,West,64,3659.66,2012-12-19,Delivery Truck,51.94,Utah,124.49,84062
Albemarle,Bill Eplett,Corporate,0.04,1,2012-12-18,47203,Critical,8,0.37,Technology,Small Box,Logitech Access Keyboard,Computer Peripherals,-30.02,South,6638,129.18,2012-12-19,Regular Air,4,North Carolina,15.98,28001
Albemarle,Bill Eplett,Corporate,0.06,1,2012-12-18,47203,Critical,44,0.39,Office Supplies,Small Box,Xerox 1929,Paper,337.97,South,6639,1016.26,2012-12-20,Regular Air,5.47,North Carolina,22.84,28001
West Linn,Ken Lonsdale,Consumer,0.09,1,2012-12-18,47207,Low,15,0.64,Technology,Small Box,Belkin ErgoBoard™ Keyboard,Computer Peripherals,-111.94,West,6640,437.87,2012-12-22,Express Air,6.5,Oregon,30.98,97068
Cottage Grove,Michael Granlund,Home Office,0.1,1,2012-12-18,51975,Low,12,0.58,Technology,Small Box,DPC 650 Piper,Telephones and Communication,-181.005,Central,7290,1064.7865,2012-12-22,Regular Air,2.5,Minnesota,115.99,55016
Knoxville,Amy Hunt,Small Business,0.1,1,2012-12-18,31847,Low,46,0.7,Technology,Small Box,Microsoft Natural Keyboard Elite,Computer Peripherals,61,South,4470,1692.28,2012-12-22,Regular Air,4,Tennessee,39.98,37918
Maplewood,Sarah Jordon,Consumer,0.09,1,2012-12-18,22947,Low,19,0.55,Furniture,Small Pack,Aluminum Document Frame,Office Furnishings,58.84,Central,3200,216.25,2012-12-25,Regular Air,2.85,Minnesota,12.22,55119
University City,Ken Lonsdale,Consumer,0.04,1,2012-12-19,38240,High,4,0.38,Office Supplies,Small Box,Avery Printable Repositionable Plastic Tabs,Binders and Binder Accessories,-15.525,Central,5379,41.53,2012-12-19,Regular Air,6.19,MO,8.6,63130
Coachella,Michael Stewart,Small Business,0.06,1,2012-12-19,36033,Not Specified,15,0.64,Technology,Small Pack,"Imation 3.5"", DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack",Computer Peripherals,-54.01,West,5053,83.02,2012-12-19,Express Air,4.62,California,4.98,92236
Anderson,Carlos Soltero,Consumer,0.04,1,2012-12-19,26240,Critical,39,0.44,Furniture,Wrap Bag,3M Hangers With Command Adhesive,Office Furnishings,12,Central,3663,145.68,2012-12-20,Regular Air,1.61,Indiana,3.7,46016
Saco,Denise Leinenbach,Corporate,0.1,1,2012-12-19,6369,High,30,0.71,Furniture,Jumbo Box,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,Tables,545.69745,East,886,14922.16,2012-12-21,Delivery Truck,45.7,Maine,550.98,4072
Londonderry,Sylvia Foulston,Corporate,0.05,1,2012-12-19,40356,Not Specified,48,0.6,Office Supplies,Small Box,Eureka Disposable Bags for Sanitaire® Vibra Groomer I® Upright Vac,Appliances,-245.67,East,5706,201.98,2012-12-21,Express Air,6.89,New Hampshire,4.06,3053
Norwalk,Barry Franz,Corporate,0.1,1,2012-12-19,41607,Medium,36,0.35,Office Supplies,Small Box,GBC VeloBinder Electric Binding Machine,Binders and Binder Accessories,1719.4735,East,5864,4115.74,2012-12-21,Regular Air,9.07,Connecticut,120.98,6855
Louisville,Ken Lonsdale,Consumer,0.09,1,2012-12-19,38240,High,42,0.74,Technology,Small Box,Targus USB Numeric Keypad,Computer Peripherals,-100.49,West,5378,1651.07,2012-12-21,Regular Air,6.5,Colorado,40.98,80027
Anderson,Carlos Soltero,Consumer,0.04,1,2012-12-19,26240,Critical,38,0.54,Technology,Small Pack,"80 Minute CD-R Spindle, 100/Pack - Staples",Computer Peripherals,439.77,Central,3662,1483.44,2012-12-22,Regular Air,1.99,Indiana,39.48,46016
Norwich,Ed Jacobs,Small Business,0.09,1,2012-12-20,1411,High,39,0.72,Furniture,Jumbo Box,Rush Hierlooms Collection Rich Wood Bookcases,Bookcases,-459.86,East,211,5748.2,2012-12-21,Delivery Truck,35.02,Connecticut,160.98,6360
Seattle,Brendan Sweed,Consumer,0.02,1,2012-12-20,42852,Not Specified,13,0.4,Office Supplies,Small Box,Southworth 25% Cotton Linen-Finish Paper & Envelopes,Paper,-63.51,West,6046,129.9,2012-12-22,Regular Air,9.86,Washington,9.06,98115
Seattle,Brendan Sweed,Consumer,0.02,1,2012-12-20,6562,Critical,12,0.59,Technology,Jumbo Drum,Okidata ML395C Color Dot Matrix Printer,Office Machines,2028.12,West,914,17274.87,2012-12-22,Delivery Truck,14.7,Washington,1360.14,98115
Denton,Darren Powers,Corporate,0.06,1,2012-12-20,10624,Critical,23,0.71,Technology,Small Pack,"DS/HD IBM Formatted Diskettes, 200/Pack - Staples",Computer Peripherals,23.97,Central,1470,1082.43,2012-12-22,Regular Air,3.61,Texas,47.98,76201
Roseville,Ed Jacobs,Small Business,0.09,1,2012-12-20,1411,High,47,0.59,Technology,Small Box,5165,Telephones and Communication,1717.893,West,212,6717.9325,2012-12-22,Regular Air,4.99,California,175.99,95661
Cumberland,Michelle Tran,Consumer,0.06,1,2012-12-20,20965,Critical,38,0.57,Office Supplies,Small Box,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",Storage & Organization,532.21,East,2904,2315.11,2012-12-23,Regular Air,9.71,Maryland,59.76,21501
Cumberland,Michelle Tran,Consumer,0.07,1,2012-12-20,20965,Critical,8,0.56,Technology,Small Box,T65,Telephones and Communication,-444.686,East,2905,1264.2305,2012-12-23,Regular Air,4.2,Maryland,195.99,21501
Harrisonburg,Lisa DeCherney,Corporate,0.03,1,2012-12-21,3458,High,41,0.42,Technology,Small Pack,"Memorex 4.7GB DVD+R, 3/Pack",Computer Peripherals,222.08,South,497,627.91,2012-12-23,Regular Air,1.99,Virginia,15.28,22801
Harrisonburg,Lisa DeCherney,Corporate,0.09,1,2012-12-21,3458,High,28,0.56,Office Supplies,Wrap Bag,Newell 326,Pens & Art Supplies,-3.83,South,498,46.89,2012-12-24,Regular Air,0.7,Virginia,1.76,22801
Watertown,Michael Nguyen,Small Business,0,1,2012-12-21,13830,High,27,0.4,Office Supplies,Small Box,Tyvek® Side-Opening Peel & Seel® Expanding Envelopes,Envelopes,911.66,Central,1934,2609.53,2012-12-24,Regular Air,19.99,South Dakota,90.48,57201
Redmond,Brooke Gillingham,Small Business,0.01,1,2012-12-22,36934,Medium,45,0.74,Furniture,Jumbo Box,"Bevis Round Conference Table Top, X-Base",Tables,871.97,West,5202,6668.856,2012-12-23,Delivery Truck,29.21,Oregon,179.29,97756
Muncie,Hilary Holden,Corporate,0.09,1,2012-12-22,37888,Critical,31,0.35,Office Supplies,Small Box,Avery Legal 4-Ring Binder,Binders and Binder Accessories,274.8985,Central,5329,639.19,2012-12-24,Regular Air,1.49,Indiana,20.98,47302
Redmond,Brooke Gillingham,Small Business,0.1,1,2012-12-22,36934,Medium,2,0.36,Office Supplies,Wrap Bag,"Wirebound Message Book, 4 per Page",Paper,-5.16,West,5201,11.51,2012-12-24,Regular Air,0.95,Oregon,5.43,97756
Redmond,Brooke Gillingham,Small Business,0.02,1,2012-12-22,36934,Medium,7,0.38,Technology,Medium Box,Canon MP41DH Printing Calculator,Office Machines,17.4,West,5200,1120.86,2012-12-24,Express Air,13.99,Oregon,150.98,97756
Appleton,Lena Radford,Small Business,0.03,1,2012-12-22,22279,Not Specified,43,0.36,Office Supplies,Small Box,Xerox 1940,Paper,1040.65,Central,3106,2463.6,2012-12-25,Regular Air,10.75,Wisconsin,54.96,54915
Eagle Pass,Ed Ludwig,Consumer,0.04,1,2012-12-22,59845,Low,42,0.8,Office Supplies,Wrap Bag,Plymouth Boxed Rubber Bands by Plymouth,Rubber Bands,3.02,Central,8377,200.1,2012-12-26,Regular Air,0.7,Texas,4.71,78852
Edinburg,Ed Ludwig,Consumer,0.06,1,2012-12-22,59845,Low,28,0.36,Office Supplies,Wrap Bag,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",Paper,6.52,Central,8378,120.54,2012-12-27,Regular Air,2.26,Texas,4.2,78539
Green Bay,Michelle Ellison,Small Business,0.06,1,2012-12-23,10434,High,2,0.59,Furniture,Jumbo Drum,Global Ergonomic Managers Chair,Chairs & Chairmats,-244.47,Central,1441,383.45,2012-12-24,Delivery Truck,26.2,Wisconsin,180.98,54302
Cumberland,Michelle Tran,Home Office,0.09,1,2012-12-23,9248,Not Specified,41,0.68,Furniture,Large Box,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",Tables,-3074.2712,East,1270,2811.7,2012-12-24,Regular Air,69,Maryland,71.37,21501
Richmond,Jack Lebron,Corporate,0,1,2012-12-23,36677,Low,38,0.44,Technology,Large Box,Canon Image Class D660 Copier,Copiers and Fax,-734.33,Central,5147,23255.61,2012-12-25,Regular Air,24.49,Indiana,599.99,47374
Lacey,Steven Roelle,Small Business,0.01,1,2012-12-24,18689,Not Specified,38,0.39,Office Supplies,Small Box,"Wilson Jones Hanging View Binder, White, 1""",Binders and Binder Accessories,-78.3725,West,2589,281.17,2012-12-25,Regular Air,6.05,Washington,7.1,98503
Lacey,Steven Roelle,Small Business,0.05,1,2012-12-24,18689,Not Specified,10,0.37,Office Supplies,Small Box,Computer Printout Paper with Letter-Trim Perforations,Paper,-3.78,West,2590,194.65,2012-12-25,Regular Air,9.03,Washington,18.97,98503
Midland,Rob Dowd,Corporate,0.01,1,2012-12-24,36834,Low,11,0.66,Furniture,Jumbo Box,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",Bookcases,-42.96,Central,5180,1935.1,2012-12-26,Delivery Truck,35.89,Michigan,170.98,48640
Lafayette,Greg Guthrie,Small Business,0.01,1,2012-12-25,44576,Not Specified,38,0.63,Furniture,Jumbo Box,Bevis 36 x 72 Conference Tables,Tables,-189.34929,Central,6295,5016.25,2012-12-26,Delivery Truck,51.94,Indiana,124.49,47905
Fort Collins,Greg Matthias,Small Business,0.02,1,2012-12-25,44576,Not Specified,30,0.57,Technology,Small Box,3390,Telephones and Communication,294.966,West,6296,1653.607,2012-12-26,Regular Air,5.31,Colorado,65.99,80525
Indianapolis,Greg Guthrie,Small Business,0.04,1,2012-12-25,47876,High,8,0.46,Office Supplies,Medium Box,Bionaire Personal Warm Mist Humidifier/Vaporizer,Appliances,58.08,Central,6722,365.22,2012-12-27,Regular Air,5.1,Indiana,46.89,46203
Shreveport,Suzanne McNair,Small Business,0.08,1,2012-12-25,45986,Low,20,0.39,Office Supplies,Small Box,Colored Envelopes,Envelopes,-15.09,South,6457,71.07,2012-12-30,Regular Air,2.5,Louisiana,3.69,71109
Jacksonville,Thea Hudgings,Consumer,0.02,1,2012-12-25,21442,Low,48,0.61,Furniture,Jumbo Box,O'Sullivan 3-Shelf Heavy-Duty Bookcases,Bookcases,-612.94,South,2964,2962.96,2013-01-01,Delivery Truck,36.61,Florida,58.14,32216
Jacksonville,Thea Hudgings,Consumer,0.03,1,2012-12-25,21442,Low,48,0.38,Office Supplies,Small Box,Park Ridge™ Embossed Executive Business Envelopes,Envelopes,401.07,South,2965,782.93,2013-01-01,Regular Air,1.39,Florida,15.57,32216
Biloxi,Jack O'Briant,Consumer,0.07,1,2012-12-25,11777,Low,39,0.59,Office Supplies,Small Box,Portfile® Personal File Boxes,Storage & Organization,-160.56,South,1627,651.45,2013-01-01,Regular Air,9.47,Mississippi,17.7,39530
Manitowoc,Patrick O'Donnell,Home Office,0.02,1,2012-12-26,20262,Not Specified,27,0.44,Furniture,Small Pack,"Executive Impressions 14"" Two-Color Numerals Wall Clock",Office Furnishings,185.04,Central,2810,652.24,2012-12-26,Regular Air,8.99,Wisconsin,22.72,54220
Levittown,Mathew Reese,Small Business,0,1,2012-12-26,37734,Critical,42,0.37,Furniture,Small Pack,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,Office Furnishings,171.98,East,5301,601.52,2012-12-27,Regular Air,4.95,New York,13.4,11756
